timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1633734304488,140,HTTP Request-0,301,Moved Permanently,Thread Group 1-30,text,true,,759,121,4,4,https://google.com/classroom,140,0,109
1633734304629,153,HTTP Request-1,301,Moved Permanently,Thread Group 1-30,text,true,,754,125,4,4,https://www.google.com/classroom,153,0,124
1633734304782,872,HTTP Request-2,302,Moved Temporarily,Thread Group 1-30,text,true,,1728,122,4,4,https://classroom.google.com/,864,0,117
1633734305655,380,HTTP Request-3,200,OK,Thread Group 1-30,text,true,,101666,251,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,240,0,122
1633734305004,1416,HTTP Request,200,OK,Thread Group 1-31,text,true,,105162,619,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,129,0,100
1633734305004,129,HTTP Request-0,301,Moved Permanently,Thread Group 1-31,text,true,,759,121,3,3,https://google.com/classroom,129,0,100
1633734305133,128,HTTP Request-1,301,Moved Permanently,Thread Group 1-31,text,true,,754,125,3,3,https://www.google.com/classroom,128,0,96
1633734305262,767,HTTP Request-2,302,Moved Temporarily,Thread Group 1-31,text,true,,1728,122,3,3,https://classroom.google.com/,767,0,98
1633734306030,390,HTTP Request-3,200,OK,Thread Group 1-31,text,true,,101921,251,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,248,0,123
1633734305474,1498,HTTP Request,200,OK,Thread Group 1-32,text,true,,105019,619,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,137,0,108
1633734305474,137,HTTP Request-0,301,Moved Permanently,Thread Group 1-32,text,true,,759,121,3,3,https://google.com/classroom,137,0,108
1633734305611,147,HTTP Request-1,301,Moved Permanently,Thread Group 1-32,text,true,,754,125,3,3,https://www.google.com/classroom,147,0,118
1633734305758,908,HTTP Request-2,302,Moved Temporarily,Thread Group 1-32,text,true,,1728,122,3,3,https://classroom.google.com/,906,0,123
1633734306666,306,HTTP Request-3,200,OK,Thread Group 1-32,text,true,,101778,251,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,226,0,109
1633734305972,1432,HTTP Request,200,OK,Thread Group 1-33,text,true,,104797,619,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,135,0,105
1633734305972,135,HTTP Request-0,301,Moved Permanently,Thread Group 1-33,text,true,,759,121,3,3,https://google.com/classroom,135,0,105
1633734306108,137,HTTP Request-1,301,Moved Permanently,Thread Group 1-33,text,true,,754,125,3,3,https://www.google.com/classroom,137,0,108
1633734306245,769,HTTP Request-2,302,Moved Temporarily,Thread Group 1-33,text,true,,1728,122,3,3,https://classroom.google.com/,761,0,102
1633734307015,389,HTTP Request-3,200,OK,Thread Group 1-33,text,true,,101556,251,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,223,0,102
1633734306489,1554,HTTP Request,200,OK,Thread Group 1-34,text,true,,104805,619,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,136,0,108
1633734306489,136,HTTP Request-0,301,Moved Permanently,Thread Group 1-34,text,true,,759,121,4,4,https://google.com/classroom,136,0,108
1633734306626,147,HTTP Request-1,301,Moved Permanently,Thread Group 1-34,text,true,,754,125,4,4,https://www.google.com/classroom,147,0,119
1633734306774,888,HTTP Request-2,302,Moved Temporarily,Thread Group 1-34,text,true,,1728,122,4,4,https://classroom.google.com/,873,0,120
1633734307663,380,HTTP Request-3,200,OK,Thread Group 1-34,text,true,,101564,251,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,229,0,113
1633734306973,1436,HTTP Request,200,OK,Thread Group 1-35,text,true,,104658,619,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,127,0,99
1633734306973,127,HTTP Request-0,301,Moved Permanently,Thread Group 1-35,text,true,,759,121,3,3,https://google.com/classroom,127,0,99
1633734307101,153,HTTP Request-1,301,Moved Permanently,Thread Group 1-35,text,true,,754,125,3,3,https://www.google.com/classroom,153,0,123
1633734307255,774,HTTP Request-2,302,Moved Temporarily,Thread Group 1-35,text,true,,1728,122,3,3,https://classroom.google.com/,774,0,110
1633734308030,379,HTTP Request-3,200,OK,Thread Group 1-35,text,true,,101417,251,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,240,0,114
1633734307489,1503,HTTP Request,200,OK,Thread Group 1-36,text,true,,104794,619,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,136,0,108
1633734307489,136,HTTP Request-0,301,Moved Permanently,Thread Group 1-36,text,true,,759,121,4,4,https://google.com/classroom,136,0,108
1633734307626,150,HTTP Request-1,301,Moved Permanently,Thread Group 1-36,text,true,,754,125,4,4,https://www.google.com/classroom,150,0,115
1633734307777,902,HTTP Request-2,302,Moved Temporarily,Thread Group 1-36,text,true,,1728,122,4,4,https://classroom.google.com/,889,0,112
1633734308680,312,HTTP Request-3,200,OK,Thread Group 1-36,text,true,,101553,251,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,233,0,116
1633734307974,1391,HTTP Request,200,OK,Thread Group 1-37,text,true,,104793,619,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,124,0,96
1633734307974,124,HTTP Request-0,301,Moved Permanently,Thread Group 1-37,text,true,,759,121,3,3,https://google.com/classroom,124,0,96
1633734308099,141,HTTP Request-1,301,Moved Permanently,Thread Group 1-37,text,true,,754,125,3,3,https://www.google.com/classroom,141,0,109
1633734308240,755,HTTP Request-2,302,Moved Temporarily,Thread Group 1-37,text,true,,1728,122,3,3,https://classroom.google.com/,755,0,98
1633734308996,369,HTTP Request-3,200,OK,Thread Group 1-37,text,true,,101552,251,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,288,0,117
1633734308473,1544,HTTP Request,200,OK,Thread Group 1-38,text,true,,105158,619,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,139,0,110
1633734308473,139,HTTP Request-0,301,Moved Permanently,Thread Group 1-38,text,true,,759,121,4,4,https://google.com/classroom,139,0,110
1633734308613,141,HTTP Request-1,301,Moved Permanently,Thread Group 1-38,text,true,,754,125,4,4,https://www.google.com/classroom,141,0,112
1633734308754,885,HTTP Request-2,302,Moved Temporarily,Thread Group 1-38,text,true,,1728,122,4,4,https://classroom.google.com/,869,0,107
1633734309639,378,HTTP Request-3,200,OK,Thread Group 1-38,text,true,,101917,251,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,226,0,113
1633734308973,1401,HTTP Request,200,OK,Thread Group 1-39,text,true,,106135,619,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,138,0,109
1633734308973,138,HTTP Request-0,301,Moved Permanently,Thread Group 1-39,text,true,,759,121,3,3,https://google.com/classroom,138,0,109
1633734309112,143,HTTP Request-1,301,Moved Permanently,Thread Group 1-39,text,true,,754,125,3,3,https://www.google.com/classroom,143,0,112
1633734309256,756,HTTP Request-2,302,Moved Temporarily,Thread Group 1-39,text,true,,1728,122,3,3,https://classroom.google.com/,756,0,95
1633734310013,361,HTTP Request-3,200,OK,Thread Group 1-39,text,true,,102894,251,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,224,0,100
1633734309473,1480,HTTP Request,200,OK,Thread Group 1-40,text,true,,104809,619,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,137,0,108
1633734309473,137,HTTP Request-0,301,Moved Permanently,Thread Group 1-40,text,true,,759,121,3,3,https://google.com/classroom,137,0,108
1633734309611,138,HTTP Request-1,301,Moved Permanently,Thread Group 1-40,text,true,,754,125,3,3,https://www.google.com/classroom,138,0,110
1633734309750,901,HTTP Request-2,302,Moved Temporarily,Thread Group 1-40,text,true,,1728,122,3,3,https://classroom.google.com/,901,0,110
1633734310653,301,HTTP Request-3,200,OK,Thread Group 1-40,text,true,,101568,251,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,223,0,111
1633734309973,1448,HTTP Request,200,OK,Thread Group 1-41,text,true,,104917,619,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,127,0,97
1633734309973,127,HTTP Request-0,301,Moved Permanently,Thread Group 1-41,text,true,,759,121,3,3,https://google.com/classroom,127,0,97
1633734310102,147,HTTP Request-1,301,Moved Permanently,Thread Group 1-41,text,true,,754,125,3,3,https://www.google.com/classroom,147,0,119
1633734310250,781,HTTP Request-2,302,Moved Temporarily,Thread Group 1-41,text,true,,1728,122,3,3,https://classroom.google.com/,767,0,103
1633734311032,389,HTTP Request-3,200,OK,Thread Group 1-41,text,true,,101676,251,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,238,0,110
1633734310473,1544,HTTP Request,200,OK,Thread Group 1-42,text,true,,105082,619,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,137,0,108
1633734310473,137,HTTP Request-0,301,Moved Permanently,Thread Group 1-42,text,true,,759,121,4,4,https://google.com/classroom,137,0,108
1633734310610,152,HTTP Request-1,301,Moved Permanently,Thread Group 1-42,text,true,,754,125,4,4,https://www.google.com/classroom,152,0,124
1633734310763,888,HTTP Request-2,302,Moved Temporarily,Thread Group 1-42,text,true,,1728,122,4,4,https://classroom.google.com/,880,0,111
1633734311652,365,HTTP Request-3,200,OK,Thread Group 1-42,text,true,,101841,251,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,222,0,105
1633734310990,1457,HTTP Request,200,OK,Thread Group 1-43,text,true,,105115,619,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,136,0,108
1633734310990,137,HTTP Request-0,301,Moved Permanently,Thread Group 1-43,text,true,,759,121,3,3,https://google.com/classroom,136,0,108
1633734311127,147,HTTP Request-1,301,Moved Permanently,Thread Group 1-43,text,true,,754,125,3,3,https://www.google.com/classroom,147,0,118
1633734311274,793,HTTP Request-2,302,Moved Temporarily,Thread Group 1-43,text,true,,1728,122,3,3,https://classroom.google.com/,778,0,120
1633734312068,379,HTTP Request-3,200,OK,Thread Group 1-43,text,true,,101874,251,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,237,0,113
1633734311475,1585,HTTP Request,200,OK,Thread Group 1-44,text,true,,104994,619,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,136,0,107
1633734311475,136,HTTP Request-0,301,Moved Permanently,Thread Group 1-44,text,true,,759,121,4,4,https://google.com/classroom,136,0,107
1633734311612,141,HTTP Request-1,301,Moved Permanently,Thread Group 1-44,text,true,,754,125,4,4,https://www.google.com/classroom,141,0,110
1633734311754,931,HTTP Request-2,302,Moved Temporarily,Thread Group 1-44,text,true,,1728,122,4,4,https://classroom.google.com/,931,0,118
1633734312686,374,HTTP Request-3,200,OK,Thread Group 1-44,text,true,,101753,251,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,231,0,109
1633734311974,2233,HTTP Request,200,OK,Thread Group 1-45,text,true,,104881,619,5,5,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,124,0,96
1633734311974,124,HTTP Request-0,301,Moved Permanently,Thread Group 1-45,text,true,,759,121,5,5,https://google.com/classroom,124,0,96
1633734312099,143,HTTP Request-1,301,Moved Permanently,Thread Group 1-45,text,true,,754,125,5,5,https://www.google.com/classroom,143,0,115
1633734312243,1602,HTTP Request-2,302,Moved Temporarily,Thread Group 1-45,text,true,,1728,122,5,5,https://classroom.google.com/,1602,0,113
1633734313846,361,HTTP Request-3,200,OK,Thread Group 1-45,text,true,,101640,251,5,5,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,218,0,106
1633734312474,1760,HTTP Request,200,OK,Thread Group 1-46,text,true,,105054,619,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,136,0,108
1633734312474,136,HTTP Request-0,301,Moved Permanently,Thread Group 1-46,text,true,,759,121,4,4,https://google.com/classroom,136,0,108
1633734312611,140,HTTP Request-1,301,Moved Permanently,Thread Group 1-46,text,true,,754,125,4,4,https://www.google.com/classroom,139,0,110
1633734312751,1101,HTTP Request-2,302,Moved Temporarily,Thread Group 1-46,text,true,,1728,122,4,4,https://classroom.google.com/,1096,0,123
1633734313852,382,HTTP Request-3,200,OK,Thread Group 1-46,text,true,,101813,251,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,242,0,116
1633734312990,1433,HTTP Request,200,OK,Thread Group 1-47,text,true,,105073,619,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,140,0,112
1633734312990,140,HTTP Request-0,301,Moved Permanently,Thread Group 1-47,text,true,,759,121,3,3,https://google.com/classroom,140,0,112
1633734313131,151,HTTP Request-1,301,Moved Permanently,Thread Group 1-47,text,true,,754,125,3,3,https://www.google.com/classroom,151,0,122
1633734313283,774,HTTP Request-2,302,Moved Temporarily,Thread Group 1-47,text,true,,1728,122,3,3,https://classroom.google.com/,774,0,119
1633734314058,365,HTTP Request-3,200,OK,Thread Group 1-47,text,true,,101832,251,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,221,0,97
1633734313481,1605,HTTP Request,200,OK,Thread Group 1-48,text,true,,105027,619,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,136,0,108
1633734313481,136,HTTP Request-0,301,Moved Permanently,Thread Group 1-48,text,true,,759,121,4,4,https://google.com/classroom,136,0,108
1633734313618,148,HTTP Request-1,301,Moved Permanently,Thread Group 1-48,text,true,,754,125,4,4,https://www.google.com/classroom,148,0,119
1633734313767,937,HTTP Request-2,302,Moved Temporarily,Thread Group 1-48,text,true,,1728,122,4,4,https://classroom.google.com/,923,0,121
1633734314704,382,HTTP Request-3,200,OK,Thread Group 1-48,text,true,,101786,251,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,231,0,113
1633734313981,1728,HTTP Request,200,OK,Thread Group 1-49,text,true,,104947,619,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,137,0,108
1633734313981,137,HTTP Request-0,301,Moved Permanently,Thread Group 1-49,text,true,,759,121,4,4,https://google.com/classroom,137,0,108
1633734314118,129,HTTP Request-1,301,Moved Permanently,Thread Group 1-49,text,true,,754,125,4,4,https://www.google.com/classroom,129,0,100
1633734314248,1084,HTTP Request-2,302,Moved Temporarily,Thread Group 1-49,text,true,,1728,122,4,4,https://classroom.google.com/,1068,0,101
1633734315332,377,HTTP Request-3,200,OK,Thread Group 1-49,text,true,,101706,251,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,223,0,110
1633734314490,1391,HTTP Request,200,OK,Thread Group 1-50,text,true,,104690,619,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,135,0,107
1633734314490,135,HTTP Request-0,301,Moved Permanently,Thread Group 1-50,text,true,,759,121,3,3,https://google.com/classroom,135,0,107
1633734314626,148,HTTP Request-1,301,Moved Permanently,Thread Group 1-50,text,true,,754,125,3,3,https://www.google.com/classroom,148,0,120
1633734314775,779,HTTP Request-2,302,Moved Temporarily,Thread Group 1-50,text,true,,1728,122,3,3,https://classroom.google.com/,779,0,118
1633734315555,326,HTTP Request-3,200,OK,Thread Group 1-50,text,true,,101449,251,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,236,0,120
1633734314974,1604,HTTP Request,200,OK,Thread Group 1-51,text,true,,105905,619,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,134,0,106
1633734314974,134,HTTP Request-0,301,Moved Permanently,Thread Group 1-51,text,true,,759,121,4,4,https://google.com/classroom,134,0,106
1633734315108,150,HTTP Request-1,301,Moved Permanently,Thread Group 1-51,text,true,,754,125,4,4,https://www.google.com/classroom,150,0,121
1633734315259,944,HTTP Request-2,302,Moved Temporarily,Thread Group 1-51,text,true,,1728,122,4,4,https://classroom.google.com/,931,0,118
1633734316204,374,HTTP Request-3,200,OK,Thread Group 1-51,text,true,,102664,251,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,231,0,119
1633734315490,1458,HTTP Request,200,OK,Thread Group 1-52,text,true,,105066,619,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,141,0,109
1633734315490,141,HTTP Request-0,301,Moved Permanently,Thread Group 1-52,text,true,,759,121,3,3,https://google.com/classroom,141,0,109
1633734315632,150,HTTP Request-1,301,Moved Permanently,Thread Group 1-52,text,true,,754,125,3,3,https://www.google.com/classroom,150,0,122
1633734315783,782,HTTP Request-2,302,Moved Temporarily,Thread Group 1-52,text,true,,1728,122,3,3,https://classroom.google.com/,779,0,114
1633734316566,382,HTTP Request-3,200,OK,Thread Group 1-52,text,true,,101825,251,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,240,0,123
1633734315990,1575,HTTP Request,200,OK,Thread Group 1-53,text,true,,105002,619,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,135,0,107
1633734315990,135,HTTP Request-0,301,Moved Permanently,Thread Group 1-53,text,true,,759,121,4,4,https://google.com/classroom,135,0,107
1633734316126,150,HTTP Request-1,301,Moved Permanently,Thread Group 1-53,text,true,,754,125,4,4,https://www.google.com/classroom,150,0,122
1633734316277,917,HTTP Request-2,302,Moved Temporarily,Thread Group 1-53,text,true,,1728,122,4,4,https://classroom.google.com/,917,0,109
1633734317194,371,HTTP Request-3,200,OK,Thread Group 1-53,text,true,,101761,251,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,231,0,111
1633734316490,1394,HTTP Request,200,OK,Thread Group 1-54,text,true,,105122,619,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,124,0,95
1633734316490,124,HTTP Request-0,301,Moved Permanently,Thread Group 1-54,text,true,,759,121,3,3,https://google.com/classroom,124,0,95
1633734316614,135,HTTP Request-1,301,Moved Permanently,Thread Group 1-54,text,true,,754,125,3,3,https://www.google.com/classroom,135,0,107
1633734316749,770,HTTP Request-2,302,Moved Temporarily,Thread Group 1-54,text,true,,1728,122,3,3,https://classroom.google.com/,770,0,109
1633734317520,364,HTTP Request-3,200,OK,Thread Group 1-54,text,true,,101881,251,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,211,0,99
1633734316991,1541,HTTP Request,200,OK,Thread Group 1-55,text,true,,104782,619,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,135,0,106
1633734316991,135,HTTP Request-0,301,Moved Permanently,Thread Group 1-55,text,true,,759,121,4,4,https://google.com/classroom,135,0,106
1633734317127,146,HTTP Request-1,301,Moved Permanently,Thread Group 1-55,text,true,,754,125,4,4,https://www.google.com/classroom,146,0,118
1633734317274,879,HTTP Request-2,302,Moved Temporarily,Thread Group 1-55,text,true,,1728,122,4,4,https://classroom.google.com/,879,0,108
1633734318154,378,HTTP Request-3,200,OK,Thread Group 1-55,text,true,,101541,251,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,227,0,118
1633734317491,1405,HTTP Request,200,OK,Thread Group 1-56,text,true,,104945,619,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,123,0,95
1633734317491,123,HTTP Request-0,301,Moved Permanently,Thread Group 1-56,text,true,,759,121,3,3,https://google.com/classroom,123,0,95
1633734317615,145,HTTP Request-1,301,Moved Permanently,Thread Group 1-56,text,true,,754,125,3,3,https://www.google.com/classroom,145,0,117
1633734317760,756,HTTP Request-2,302,Moved Temporarily,Thread Group 1-56,text,true,,1728,122,3,3,https://classroom.google.com/,755,0,99
1633734318517,379,HTTP Request-3,200,OK,Thread Group 1-56,text,true,,101704,251,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,236,0,113
1633734317991,1534,HTTP Request,200,OK,Thread Group 1-57,text,true,,104829,619,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,136,0,108
1633734317991,136,HTTP Request-0,301,Moved Permanently,Thread Group 1-57,text,true,,759,121,4,4,https://google.com/classroom,136,0,108
1633734318127,144,HTTP Request-1,301,Moved Permanently,Thread Group 1-57,text,true,,754,125,4,4,https://www.google.com/classroom,144,0,114
1633734318271,874,HTTP Request-2,302,Moved Temporarily,Thread Group 1-57,text,true,,1728,122,4,4,https://classroom.google.com/,874,0,111
1633734319145,380,HTTP Request-3,200,OK,Thread Group 1-57,text,true,,101588,251,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,240,0,123
1633734318490,1444,HTTP Request,200,OK,Thread Group 1-58,text,true,,104749,619,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,125,0,94
1633734318490,125,HTTP Request-0,301,Moved Permanently,Thread Group 1-58,text,true,,759,121,3,3,https://google.com/classroom,125,0,94
1633734318615,152,HTTP Request-1,301,Moved Permanently,Thread Group 1-58,text,true,,754,125,3,3,https://www.google.com/classroom,152,0,122
1633734318767,776,HTTP Request-2,302,Moved Temporarily,Thread Group 1-58,text,true,,1728,122,3,3,https://classroom.google.com/,761,0,105
1633734319544,390,HTTP Request-3,200,OK,Thread Group 1-58,text,true,,101508,251,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,251,0,125
1633734318991,1575,HTTP Request,200,OK,Thread Group 1-59,text,true,,105155,619,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,137,0,109
1633734318991,137,HTTP Request-0,301,Moved Permanently,Thread Group 1-59,text,true,,759,121,4,4,https://google.com/classroom,137,0,109
1633734319129,149,HTTP Request-1,301,Moved Permanently,Thread Group 1-59,text,true,,754,125,4,4,https://www.google.com/classroom,149,0,120
1633734319279,897,HTTP Request-2,302,Moved Temporarily,Thread Group 1-59,text,true,,1728,122,4,4,https://classroom.google.com/,880,0,116
1633734320175,390,HTTP Request-3,200,OK,Thread Group 1-59,text,true,,101914,251,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,236,0,115
1633734319474,2011,HTTP Request,200,OK,Thread Group 1-60,text,true,,105107,619,5,5,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,132,0,101
1633734319474,132,HTTP Request-0,301,Moved Permanently,Thread Group 1-60,text,true,,759,121,5,5,https://google.com/classroom,132,0,101
1633734319606,137,HTTP Request-1,301,Moved Permanently,Thread Group 1-60,text,true,,754,125,5,5,https://www.google.com/classroom,137,0,108
1633734319744,1377,HTTP Request-2,302,Moved Temporarily,Thread Group 1-60,text,true,,1728,122,5,5,https://classroom.google.com/,1377,0,106
1633734321120,364,HTTP Request-3,200,OK,Thread Group 1-60,text,true,,101866,251,5,5,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,223,0,101
1633734320473,1369,HTTP Request,200,OK,Thread Group 1-62,text,true,,104666,619,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,124,0,95
1633734320473,124,HTTP Request-0,301,Moved Permanently,Thread Group 1-62,text,true,,759,121,4,4,https://google.com/classroom,124,0,95
1633734320598,152,HTTP Request-1,301,Moved Permanently,Thread Group 1-62,text,true,,754,125,4,4,https://www.google.com/classroom,152,0,119
1633734320751,767,HTTP Request-2,302,Moved Temporarily,Thread Group 1-62,text,true,,1728,122,4,4,https://classroom.google.com/,766,0,109
1633734321518,324,HTTP Request-3,200,OK,Thread Group 1-62,text,true,,101425,251,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,243,0,134
1633734319974,2504,HTTP Request,200,OK,Thread Group 1-61,text,true,,104991,619,5,5,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,136,0,107
